"Catalogue ID","Churchwell ID","l","b","Effective Radius (arcmin)","Thickness (arcmin)","Eccentricity","Position Angle (deg)","Hit Rate","Dispersion (arcmin)","Hierarchy Flag"
MWP1G358881+000576,CS8,358.881,+0.058,0.50,0.59,0.07,1,0.16,0.002,
MWP1G326259+005913,,326.259,+0.591,1.78,1.27,0.48,13,0.16,0.009,2
MWP1G021432-002755,,021.432,-0.276,0.53,0.92,0.24,10,0.16,0.002,
MWP1G002894-000458,,002.894,-0.046,2.82,2.20,0.26,29,0.16,0.018,1
MWP1G323332-003986,,323.332,-0.399,0.52,0.55,0.25,1,0.16,0.002,
MWP1G330328-001939,,330.328,-0.194,1.51,2.14,0.30,34,0.16,0.006,
MWP1G013964-001485,,013.964,-0.148,0.40,0.45,0.18,11,0.16,0.002,2
MWP1G033753-000607,,033.753,-0.061,0.70,0.66,0.26,24,0.16,0.006,
MWP1G049573-002712,,049.573,-0.271,0.42,0.31,0.58,7,0.16,0.001,
MWP1G001191+000960,,001.191,+0.096,1.87,1.37,0.65,0,0.16,0.012,
MWP1G030636-000831,,030.636,-0.083,1.12,1.02,0.19,34,0.16,0.009,
MWP1G326658+005776,,326.658,+0.578,0.61,0.44,0.64,3,0.16,0.003,2
MWP1G328322+004400,,328.322,+0.440,0.47,0.45,0.23,7,0.16,0.002,2
MWP1G032995+001557,,032.995,+0.156,0.30,0.28,0.13,6,0.16,0.001,
MWP1G044293-001581,,044.293,-0.158,0.31,0.34,0.38,36,0.16,0.001,
MWP1G042035+001907,,042.035,+0.191,0.47,0.67,0.00,0,0.16,0.001,
MWP1G318725-002237,,318.725,-0.224,0.40,0.39,0.46,0,0.16,0.001,
MWP1G030537+000259,,030.537,+0.026,0.41,0.61,0.05,0,0.16,0.005,
MWP1G311423+006015,,311.423,+0.601,0.53,0.56,0.54,31,0.16,0.004,2
MWP1G308646+006047,,308.646,+0.605,2.07,1.38,0.49,19,0.16,0.013,2
MWP1G318206-003961,,318.206,-0.396,0.50,0.61,0.22,28,0.16,0.003,
MWP1G043039-004430,,043.039,-0.443,0.52,0.47,0.43,48,0.16,0.003,
MWP1G038924-007635,,038.924,-0.763,1.37,0.97,0.71,27,0.16,0.008,2
MWP1G025119+004642,,025.119,+0.464,0.49,0.56,0.49,38,0.16,0.002,
MWP1G352581+001968,,352.581,+0.197,1.11,1.04,0.43,23,0.16,0.004,
MWP1G321268+003198,,321.268,+0.320,0.48,0.67,0.17,10,0.16,0.001,
MWP1G043112+000187,,043.112,+0.019,0.49,0.48,0.05,0,0.16,0.003,2
MWP1G049477-003293,,049.477,-0.329,0.51,0.41,0.25,31,0.16,0.002,
MWP1G338907-000545,,338.907,-0.054,1.43,1.59,0.11,24,0.16,0.012,
MWP1G011784+001763,,011.784,+0.176,0.45,0.50,0.00,4,0.16,0.002,
MWP1G003214-001080,CN37 CN38,003.214,-0.108,0.46,0.42,0.35,63,0.16,0.004,2
MWP1G049834+003401,,049.834,+0.340,0.64,0.59,0.33,20,0.16,0.004,2
MWP1G345653+000114,,345.653,+0.011,0.76,0.87,0.08,13,0.16,0.003,
MWP1G032158+001306,,032.158,+0.131,0.73,0.65,0.30,16,0.16,0.004,2
MWP1G343183-001092,,343.183,-0.109,2.20,1.83,0.61,32,0.16,0.008,
MWP1G352833-002020,,352.833,-0.202,0.57,0.53,0.42,11,0.16,0.002,
MWP1G305439-002312,S151,305.439,-0.231,0.50,0.50,0.38,0,0.16,0.002,
MWP1G016282-001658,,016.282,-0.166,1.11,0.88,0.41,20,0.16,0.006,2
MWP1G050847-001696,,050.847,-0.170,0.46,0.45,0.27,10,0.16,0.002,
MWP1G337946+005887,,337.946,+0.589,0.81,0.98,0.52,34,0.16,0.004,
MWP1G034027-000518,,034.027,-0.052,1.24,1.27,0.29,36,0.16,0.007,
MWP1G005389+002579,,005.389,+0.258,0.83,0.63,0.42,11,0.16,0.005,
MWP1G326642+001418,,326.642,+0.142,0.38,0.41,0.48,3,0.16,0.001,
MWP1G296179+000136,,296.179,+0.014,1.19,1.35,0.29,5,0.16,0.006,2
MWP1G304676-008286,S158,304.676,-0.829,5.14,3.77,0.07,7,0.16,0.035,1
MWP1G048578+000409,,048.578,+0.041,0.58,0.67,0.66,28,0.16,0.005,2
MWP1G340597+003518,,340.597,+0.352,2.25,1.35,0.32,38,0.16,0.017,1
MWP1G014218-005325,,014.218,-0.533,0.46,0.54,0.31,7,0.16,0.001,2
MWP1G354937+003314,CS40,354.937,+0.331,0.51,0.68,0.14,1,0.16,0.002,
MWP1G012088-004139,,012.088,-0.414,0.48,0.66,0.54,9,0.16,0.002,
MWP1G012068-000239,,012.068,-0.024,0.82,0.61,0.39,6,0.16,0.004,
MWP1G331131-005165,,331.131,-0.516,2.04,1.82,0.40,21,0.16,0.022,1
MWP1G335125-004689,,335.125,-0.469,0.49,0.53,0.19,9,0.16,0.002,
MWP1G029954-007860,,029.954,-0.786,0.29,0.30,0.11,0,0.16,0.001,2
MWP1G311249+000188,,311.249,+0.019,0.84,0.82,0.20,14,0.16,0.004,
MWP1G044820-004226,,044.820,-0.423,0.46,0.67,0.41,3,0.16,0.004,2
MWP1G314836-000449,,314.836,-0.045,0.40,0.44,0.35,12,0.16,0.003,
MWP1G314205+002593,,314.205,+0.259,0.64,0.46,0.74,82,0.16,0.005,2
MWP1G352041+008039,,352.041,+0.804,1.34,1.20,0.52,33,0.16,0.003,
MWP1G330790-003938,S65 S66,330.790,-0.394,5.18,3.66,0.44,24,0.16,0.045,1
MWP1G026516-005592,,026.516,-0.559,4.74,2.50,0.19,27,0.16,0.027,1
MWP1G012417+005383,,012.417,+0.538,0.52,0.95,0.47,24,0.16,0.001,
MWP1G000158-000815,CN3 CN8 CN10 CN1 CN2,000.158,-0.081,8.48,11.85,0.48,31,0.16,0.070,1
MWP1G347107+000749,S9,347.107,+0.075,8.76,8.60,0.79,19,0.16,0.070,1
MWP1G019570-002362,,019.570,-0.236,1.47,1.11,0.31,14,0.16,0.009,
MWP1G031571+000997,,031.571,+0.100,1.34,1.20,0.20,28,0.16,0.011,1
MWP1G312915-002704,,312.915,-0.270,1.81,0.98,0.06,17,0.16,0.007,
MWP1G003567+000524,,003.567,+0.052,0.46,0.49,0.24,18,0.16,0.003,
MWP1G326381-000736,,326.381,-0.074,1.52,1.34,0.78,30,0.16,0.009,
MWP1G027387-000004,,027.387,-0.000,1.54,1.84,0.24,18,0.16,0.007,1
MWP1G013890+002874,,013.890,+0.287,1.52,1.69,0.18,25,0.16,0.012,
MWP1G022775-003970,,022.775,-0.397,0.85,1.07,0.15,47,0.16,0.004,
MWP1G320377+001728,,320.377,+0.173,0.47,0.46,0.28,6,0.16,0.001,2
MWP1G049064-003932,,049.064,-0.393,1.48,1.27,0.21,33,0.16,0.009,
MWP1G036790-001952,,036.790,-0.195,0.42,0.46,0.19,6,0.16,0.002,
MWP1G035476+000027,,035.476,+0.003,0.80,0.58,0.35,11,0.16,0.008,
MWP1G006378-004715,,006.378,-0.471,1.29,1.29,0.06,13,0.16,0.017,
MWP1G038103-002337,,038.103,-0.234,0.46,0.59,0.23,1,0.16,0.002,
MWP1G319039-004256,,319.039,-0.426,0.53,0.45,0.41,27,0.16,0.002,
MWP1G021921-003664,,021.921,-0.366,1.20,1.27,0.16,30,0.16,0.005,
MWP1G052926-005196,,052.926,-0.520,1.72,1.64,0.25,85,0.16,0.010,2
MWP1G312739+001793,,312.739,+0.179,0.50,0.54,0.10,0,0.16,0.002,2
MWP1G007391+006475,,007.391,+0.647,0.86,0.60,0.12,44,0.16,0.005,2
MWP1G037622+003467,,037.622,+0.347,0.61,0.44,0.27,38,0.16,0.003,
MWP1G013349+000473,,013.349,+0.047,0.53,0.44,0.16,8,0.16,0.002,
MWP1G339146-006243,,339.146,-0.624,2.58,2.06,0.47,0,0.16,0.016,2
MWP1G311596+000425,,311.596,+0.043,0.47,0.65,0.66,2,0.16,0.001,
MWP1G351371+006370,CS85,351.371,+0.637,1.44,1.46,0.21,33,0.16,0.025,1
MWP1G330825-003463,,330.825,-0.346,1.33,1.41,0.39,22,0.16,0.012,2
MWP1G311080-000380,,311.080,-0.038,1.38,1.34,0.43,41,0.16,0.009,
MWP1G343800+002158,,343.800,+0.216,1.11,0.90,0.18,21,0.16,0.004,
MWP1G338837+004505,,338.837,+0.451,1.69,0.99,0.32,55,0.16,0.009,2
MWP1G013630+001949,,013.630,+0.195,0.34,0.27,0.36,4,0.16,0.002,
MWP1G302370+000518,,302.370,+0.052,1.87,1.55,0.60,114,0.16,0.009,2
MWP1G037378-002295,,037.378,-0.230,1.31,1.12,0.34,18,0.16,0.020,
MWP1G012696-002476,,012.696,-0.248,1.38,1.60,0.28,36,0.16,0.011,
MWP1G332676-007823,,332.676,-0.782,0.96,0.60,0.35,54,0.16,0.002,
MWP1G319937-004952,,319.937,-0.495,0.87,0.78,0.16,5,0.16,0.004,
MWP1G000219+002914,CN5,000.219,+0.291,0.55,0.53,0.42,72,0.16,0.003,
MWP1G043097-000386,N86,043.097,-0.039,0.34,0.36,0.26,6,0.16,0.003,2
MWP1G356964-000443,CS25,356.964,-0.044,0.43,0.44,0.38,21,0.16,0.004,
MWP1G354204+001580,,354.204,+0.158,1.70,1.38,0.32,45,0.16,0.007,
MWP1G023389-008751,,023.389,-0.875,0.30,0.33,0.12,0,0.16,0.001,
MWP1G324843+008892,,324.843,+0.889,2.50,1.18,0.03,43,0.16,0.008,
MWP1G006057-001279,CN73,006.057,-0.128,1.79,1.17,0.32,22,0.16,0.016,
MWP1G008331-003531,CN113,008.331,-0.353,2.11,1.74,0.36,19,0.16,0.010,1
MWP1G022160-000447,,022.160,-0.045,9.88,5.14,0.22,14,0.16,0.051,
MWP1G010638-004340,,010.638,-0.434,0.41,0.40,0.12,5,0.16,0.001,2
MWP1G307946-005227,,307.946,-0.523,2.97,2.62,0.21,38,0.16,0.012,
MWP1G351426+006596,,351.426,+0.660,0.50,0.61,0.69,97,0.16,0.002,
MWP1G311474+004029,S135,311.474,+0.403,0.42,0.47,0.28,0,0.16,0.002,2
MWP1G340080+009088,,340.080,+0.909,0.40,0.48,0.32,9,0.16,0.001,
MWP1G063808+004491,,063.808,+0.449,0.65,0.45,0.28,1,0.16,0.002,
MWP1G048533-006812,,048.533,-0.681,0.37,0.37,0.33,0,0.16,0.001,
MWP1G023982-001096,,023.982,-0.110,0.36,0.40,0.17,10,0.16,0.002,
MWP1G023839+005900,,023.839,+0.590,1.15,0.75,0.51,9,0.16,0.013,
MWP1G347767+001382,,347.767,+0.138,0.82,0.89,0.32,44,0.16,0.010,2
MWP1G026538-003368,,026.538,-0.337,3.84,2.66,0.33,13,0.16,0.031,1
MWP1G336890+000615,,336.890,+0.061,2.08,2.10,0.62,37,0.16,0.011,1
MWP1G302131-000076,,302.131,-0.008,0.44,0.51,0.52,35,0.16,0.003,
MWP1G303965-004468,,303.965,-0.447,2.14,1.93,0.14,49,0.16,0.011,
MWP1G049345-003369,,049.345,-0.337,0.69,0.76,0.23,11,0.16,0.003,
MWP1G010335-002752,CN149,010.335,-0.275,1.45,0.92,0.37,64,0.16,0.009,
MWP1G023538-000312,,023.538,-0.031,1.47,1.21,0.36,22,0.16,0.019,1
MWP1G305544-002877,,305.544,-0.288,3.55,2.38,0.19,32,0.16,0.035,
MWP1G310039-006862,,310.039,-0.686,2.22,1.44,0.52,46,0.16,0.007,
MWP1G344791-001063,,344.791,-0.106,2.45,2.62,0.45,22,0.16,0.010,
MWP1G329881+005439,,329.881,+0.544,0.40,0.41,0.31,3,0.16,0.002,
MWP1G350301+001173,,350.301,+0.117,0.43,0.40,0.52,55,0.16,0.002,
MWP1G012584+000841,,012.584,+0.084,0.52,0.75,0.13,0,0.16,0.002,
MWP1G035996-000223,,035.996,-0.022,0.47,0.71,0.56,35,0.16,0.002,
MWP1G352522-001539,,352.522,-0.154,0.49,0.63,0.47,23,0.16,0.002,
MWP1G347240+003096,,347.240,+0.310,0.45,0.62,0.33,0,0.16,0.002,2
MWP1G019134-006519,,019.134,-0.652,6.23,4.46,0.43,30,0.16,0.046,1
MWP1G040018-001192,,040.018,-0.119,0.44,0.73,0.30,0,0.16,0.001,
MWP1G008626-005333,CN119,008.626,-0.533,0.72,1.10,0.00,3,0.16,0.002,
MWP1G019876-005383,,019.876,-0.538,0.62,0.68,0.31,12,0.16,0.005,
MWP1G026738-001232,,026.738,-0.123,1.16,1.41,0.07,0,0.16,0.002,2
MWP1G041444-001352,,041.444,-0.135,6.78,3.34,0.28,60,0.16,0.060,1
MWP1G024951-000487,,024.951,-0.049,0.51,0.59,0.35,23,0.15,0.005,
MWP1G326897-002783,,326.897,-0.278,0.92,1.11,0.34,32,0.15,0.005,2
MWP1G349889+001407,,349.889,+0.141,1.86,1.74,0.35,41,0.15,0.012,1
MWP1G010153-003776,CN143 CN145,010.153,-0.378,3.08,3.17,0.30,27,0.15,0.060,1
MWP1G332807-003866,,332.807,-0.387,2.27,1.86,0.42,14,0.15,0.007,
MWP1G019593+000262,,019.593,+0.026,0.45,0.50,0.31,3,0.15,0.003,
MWP1G021873+000095,,021.873,+0.009,0.49,0.52,0.00,0,0.15,0.003,
MWP1G333001-004562,S48,333.001,-0.456,1.31,1.34,0.25,38,0.15,0.008,
MWP1G018235-002470,,018.235,-0.247,0.86,1.04,0.37,5,0.15,0.007,2
MWP1G332589+000382,,332.589,+0.038,0.50,0.58,0.57,18,0.15,0.002,
MWP1G353148+000154,,353.148,+0.015,0.76,0.91,0.16,12,0.15,0.006,
MWP1G320599-002058,,320.599,-0.206,0.39,0.48,0.19,16,0.15,0.002,
MWP1G329392-004779,,329.392,-0.478,1.38,0.97,0.38,6,0.15,0.010,
MWP1G012021+005827,,012.021,+0.583,3.53,2.61,0.45,41,0.15,0.015,
MWP1G034822+003255,,034.822,+0.326,0.46,0.64,0.51,14,0.15,0.001,
MWP1G043368+006585,,043.368,+0.659,4.69,3.07,0.33,4,0.15,0.019,1
MWP1G338502+002196,,338.502,+0.220,1.06,0.55,0.06,0,0.15,0.002,2
MWP1G025470-001234,,025.470,-0.123,0.54,0.43,0.41,8,0.15,0.001,
MWP1G311327+002734,,311.327,+0.273,0.58,0.55,0.58,98,0.15,0.002,2
MWP1G333042-003996,,333.042,-0.400,0.55,0.49,0.11,40,0.15,0.002,
MWP1G303573-008692,,303.573,-0.869,0.97,0.90,0.21,29,0.15,0.002,
MWP1G317110+003553,,317.110,+0.355,2.80,2.63,0.31,23,0.15,0.017,
MWP1G312091+000696,,312.091,+0.070,0.78,1.05,0.52,82,0.15,0.003,
MWP1G018096-003223,,018.096,-0.322,0.83,1.09,0.21,4,0.15,0.004,2
MWP1G035046-004301,,035.046,-0.430,1.63,1.49,0.36,44,0.15,0.013,
MWP1G326858-002140,,326.858,-0.214,4.54,3.20,0.22,85,0.15,0.022,1
MWP1G332767-006325,S49 S50 S51,332.767,-0.633,6.79,4.09,0.41,18,0.15,0.044,1
MWP1G306885+001536,,306.885,+0.154,0.81,0.75,0.28,82,0.15,0.003,
MWP1G056029-001041,,056.029,-0.104,1.24,0.81,0.59,41,0.15,0.011,2
MWP1G337281-001616,,337.281,-0.162,0.41,0.44,0.29,14,0.15,0.002,
MWP1G034624-000067,,034.624,-0.007,1.22,0.75,0.26,2,0.15,0.006,
MWP1G046797-002672,,046.797,-0.267,0.56,0.61,0.74,120,0.15,0.004,2
MWP1G326383+008618,,326.383,+0.862,1.51,1.15,0.10,17,0.15,0.007,2
MWP1G046841-000471,,046.841,-0.047,1.87,1.41,0.46,67,0.15,0.015,1
MWP1G055072-009154,,055.072,-0.915,2.67,1.91,0.09,0,0.15,0.008,
MWP1G022370+000597,,022.370,+0.060,2.50,1.62,0.16,41,0.15,0.045,
MWP1G004415+001019,CN58 CN59 CN60 CN57,004.415,+0.102,2.83,2.13,0.20,19,0.15,0.024,1
MWP1G018884+000505,,018.884,+0.051,0.50,0.77,0.37,7,0.15,0.002,
MWP1G014399-001027,,014.399,-0.103,3.51,2.61,0.58,26,0.15,0.021,1
MWP1G301651-004612,,301.651,-0.461,0.95,1.23,0.75,28,0.15,0.004,2
MWP1G331803-001579,,331.803,-0.158,1.34,0.74,0.38,31,0.15,0.008,
MWP1G310097-007700,,310.097,-0.770,1.45,1.69,0.45,38,0.15,0.003,
MWP1G348917+000913,,348.917,+0.091,0.73,0.56,0.25,10,0.15,0.002,
MWP1G308564+005653,,308.564,+0.565,2.31,1.33,0.16,35,0.15,0.010,2
MWP1G055148+002681,,055.148,+0.268,2.66,1.99,0.56,10,0.15,0.010,
MWP1G329646+000954,,329.646,+0.095,0.45,0.63,0.27,7,0.15,0.002,
MWP1G314658+002656,,314.658,+0.266,0.36,0.51,0.32,11,0.15,0.002,
MWP1G031518-006902,,031.518,-0.690,0.90,0.97,0.38,6,0.15,0.002,
MWP1G024508-002248,,024.508,-0.225,0.55,0.45,0.23,9,0.15,0.003,1 2
MWP1G038069-002602,,038.069,-0.260,0.38,0.42,0.13,5,0.15,0.001,
MWP1G323467-000884,,323.467,-0.088,1.41,1.62,0.39,14,0.15,0.012,1 2
MWP1G039538+008730,,039.538,+0.873,0.51,0.47,0.52,66,0.15,0.001,
MWP1G054753+007453,,054.753,+0.745,0.50,0.60,0.19,5,0.15,0.001,
MWP1G037763-002114,,037.763,-0.211,0.50,0.69,0.09,6,0.15,0.002,2
MWP1G043239+001320,,043.239,+0.132,0.56,0.42,0.11,5,0.15,0.002,
MWP1G010231+001048,CN147,010.231,+0.105,0.36,0.35,0.22,14,0.15,0.002,
MWP1G034200-005899,,034.200,-0.590,0.46,0.51,0.37,22,0.15,0.004,
MWP1G045622-000093,,045.622,-0.009,1.28,1.27,0.49,61,0.15,0.011,
MWP1G034956-000406,,034.956,-0.041,2.62,2.59,0.73,23,0.15,0.029,
MWP1G019515+000823,,019.515,+0.082,0.39,0.49,0.18,14,0.15,0.002,
MWP1G347881-002763,,347.881,-0.276,0.94,0.90,0.22,15,0.15,0.004,
MWP1G013790-008029,,013.790,-0.803,1.44,1.32,0.40,40,0.15,0.011,2
MWP1G305398+004466,,305.398,+0.447,0.99,1.22,0.25,0,0.15,0.004,
MWP1G323488-002609,,323.488,-0.261,3.99,3.42,0.45,35,0.15,0.020,1
MWP1G343095-001901,,343.095,-0.190,0.77,0.97,0.52,18,0.15,0.006,
MWP1G357229-008475,,357.229,-0.848,2.41,2.28,0.32,43,0.15,0.014,
MWP1G355332+000012,,355.332,+0.001,0.98,1.17,0.13,17,0.15,0.006,
MWP1G313750+001191,,313.750,+0.119,0.85,1.01,0.14,2,0.15,0.007,
MWP1G304864+002464,,304.864,+0.246,0.81,0.94,0.32,56,0.15,0.006,
MWP1G014677+001253,,014.677,+0.125,0.96,1.25,0.30,24,0.15,0.004,2
MWP1G329766+002211,,329.766,+0.221,0.41,0.73,0.50,0,0.15,0.002,
MWP1G063030+003874,,063.030,+0.387,0.62,0.37,0.58,21,0.15,0.002,
MWP1G303845+005736,,303.845,+0.574,1.19,1.88,0.31,17,0.15,0.009,
MWP1G329473+002150,,329.473,+0.215,0.45,0.51,0.11,0,0.15,0.001,2
MWP1G339238-007984,,339.238,-0.798,0.82,1.32,0.80,89,0.15,0.004,2
MWP1G049715-000301,,049.715,-0.030,1.35,1.56,0.34,27,0.15,0.018,
MWP1G031395-002584,,031.395,-0.258,0.58,0.57,0.53,33,0.15,0.002,2
MWP1G031308+000533,,031.308,+0.053,1.57,1.00,0.21,30,0.15,0.019,
MWP1G046570-001602,,046.570,-0.160,0.50,0.60,0.55,19,0.15,0.002,
MWP1G037828-005955,,037.828,-0.595,0.50,0.45,0.33,0,0.15,0.001,
MWP1G022945+000497,,022.945,+0.050,0.50,0.49,0.33,6,0.15,0.004,
MWP1G063089+005914,,063.089,+0.591,0.96,0.93,0.10,52,0.15,0.016,
MWP1G008665-003423,CN120,008.665,-0.342,0.57,0.60,0.14,1,0.15,0.002,
MWP1G029855-000706,,029.855,-0.071,2.24,1.52,0.34,20,0.15,0.020,
MWP1G043797-001171,,043.797,-0.117,1.21,1.29,0.54,58,0.15,0.008,1
MWP1G000480-000336,,000.480,-0.034,1.07,0.96,0.56,44,0.15,0.006,
MWP1G331180-005407,,331.180,-0.541,0.43,0.50,0.11,13,0.15,0.002,
MWP1G334031-002691,,334.031,-0.269,1.53,1.40,0.24,7,0.15,0.014,
MWP1G015827+006117,,015.827,+0.612,0.56,0.60,0.07,0,0.15,0.001,
MWP1G325776-000108,,325.776,-0.011,0.70,0.61,0.19,25,0.15,0.004,
MWP1G031817-000963,,031.817,-0.096,0.52,0.54,0.37,20,0.15,0.002,2
MWP1G009043-001432,,009.043,-0.143,3.88,3.26,0.25,30,0.15,0.010,
MWP1G031588-003385,,031.588,-0.338,1.04,0.77,0.40,18,0.15,0.005,
MWP1G347868+000126,,347.868,+0.013,1.13,1.23,0.19,28,0.15,0.009,
MWP1G351033+001916,,351.033,+0.192,0.53,0.61,0.37,4,0.15,0.001,
MWP1G325593+000920,,325.593,+0.092,0.48,0.57,0.17,2,0.15,0.002,
MWP1G008474-002799,,008.474,-0.280,0.44,0.71,0.47,30,0.15,0.001,2
MWP1G324083+005130,,324.083,+0.513,0.29,0.24,0.00,22,0.15,0.000,
MWP1G336091-000278,,336.091,-0.028,0.92,1.23,0.52,24,0.15,0.006,2
MWP1G025399+000360,,025.399,+0.036,0.45,0.60,0.48,36,0.15,0.002,
MWP1G031568-002699,,031.568,-0.270,0.29,0.20,0.09,0,0.15,0.001,
MWP1G035045+003296,,035.045,+0.330,0.45,0.70,0.20,0,0.15,0.002,2
MWP1G331430+007268,,331.430,+0.727,1.31,1.72,0.46,32,0.15,0.005,
MWP1G315915-003426,,315.915,-0.343,0.65,0.75,0.13,0,0.15,0.005,
MWP1G027189-001520,,027.189,-0.152,0.43,0.47,0.30,9,0.15,0.001,
MWP1G054087-000837,N116,054.087,-0.084,0.98,0.56,0.43,84,0.15,0.006,2
MWP1G014553-000305,,014.553,-0.030,0.55,0.51,0.36,47,0.15,0.003,
MWP1G038733-004999,,038.733,-0.500,0.49,0.62,0.23,22,0.15,0.002,
MWP1G333312+001940,,333.312,+0.194,1.35,1.45,0.52,91,0.15,0.010,
MWP1G354152+003294,,354.152,+0.329,0.45,0.66,0.13,0,0.15,0.002,
MWP1G298692-000266,,298.692,-0.027,1.91,1.39,0.25,15,0.15,0.026,
MWP1G041521+008270,,041.521,+0.827,0.50,0.64,0.16,7,0.15,0.002,
MWP1G320258-003210,,320.258,-0.321,1.15,0.82,0.33,30,0.15,0.009,2
MWP1G036119+000516,,036.119,+0.052,0.41,0.61,0.25,14,0.15,0.002,
MWP1G335326+004117,,335.326,+0.412,0.63,0.49,0.81,12,0.15,0.003,2
MWP1G056976-002384,,056.976,-0.238,0.54,0.63,0.09,20,0.15,0.003,
MWP1G326778+006732,,326.778,+0.673,1.01,0.86,0.37,39,0.15,0.005,
MWP1G012893-001932,,012.893,-0.193,0.52,0.50,0.32,0,0.15,0.002,2
MWP1G311910+002181,,311.910,+0.218,1.25,1.00,0.49,43,0.15,0.007,1 2
MWP1G355902-003452,,355.902,-0.345,1.92,1.24,0.21,48,0.15,0.008,
MWP1G012359-005614,,012.359,-0.561,4.35,3.69,0.32,20,0.15,0.040,1
MWP1G316337-004540,,316.337,-0.454,0.41,0.47,0.54,18,0.15,0.002,
MWP1G352867+005856,,352.867,+0.586,2.13,1.47,0.37,39,0.15,0.006,
MWP1G308884-007160,,308.884,-0.716,0.48,0.41,0.43,4,0.15,0.002,
MWP1G039867-001843,,039.867,-0.184,1.49,1.29,0.31,31,0.15,0.009,1
MWP1G353405-003705,CS55 CS56,353.405,-0.370,2.13,2.52,0.06,20,0.15,0.011,1
MWP1G337277-008608,,337.277,-0.861,0.38,0.48,0.27,14,0.15,0.001,
MWP1G041585+002672,,041.585,+0.267,1.63,1.35,0.59,107,0.15,0.008,
MWP1G005915-001222,,005.915,-0.122,1.35,1.08,0.37,52,0.15,0.008,1
MWP1G033068-000991,N59,033.068,-0.099,4.70,3.27,0.24,29,0.15,0.043,1
MWP1G016617-003932,,016.617,-0.393,2.15,1.59,0.71,29,0.15,0.012,
MWP1G333054+000892,,333.054,+0.089,2.18,1.37,0.14,5,0.15,0.013,
MWP1G313317-004625,,313.317,-0.462,0.53,0.58,0.05,15,0.15,0.002,
MWP1G041129-005518,,041.129,-0.552,3.14,2.84,0.41,17,0.15,0.019,1
MWP1G326707+005197,S79,326.707,+0.520,1.85,1.46,0.12,30,0.15,0.014,2
MWP1G319252-002743,,319.252,-0.274,2.08,1.60,0.58,47,0.15,0.012,2
MWP1G049861-001506,,049.861,-0.151,1.21,1.11,0.45,11,0.15,0.008,
MWP1G048274+001173,,048.274,+0.117,1.19,1.02,0.50,34,0.15,0.004,
MWP1G305792+002791,,305.792,+0.279,0.97,0.99,0.25,46,0.15,0.005,
MWP1G343484+000450,,343.484,+0.045,0.40,0.49,0.34,29,0.15,0.003,2
MWP1G029240+001548,,029.240,+0.155,1.39,1.50,0.21,30,0.15,0.004,
MWP1G331427-003722,,331.427,-0.372,0.37,0.36,0.07,0,0.15,0.001,
MWP1G005706-001235,CN70,005.706,-0.124,0.43,0.68,0.07,0,0.15,0.003,
MWP1G314595+003237,,314.595,+0.324,0.33,0.32,0.00,0,0.15,0.001,
MWP1G025586+000274,,025.586,+0.027,0.61,0.48,0.31,32,0.15,0.002,
MWP1G031461+001051,,031.461,+0.105,1.67,1.83,0.11,18,0.15,0.008,
MWP1G035507-008715,,035.507,-0.871,0.94,1.17,0.73,35,0.15,0.007,2
MWP1G035812+002630,,035.812,+0.263,1.11,1.07,0.27,42,0.15,0.008,
MWP1G311197-000671,,311.197,-0.067,0.67,0.49,0.45,6,0.15,0.003,
MWP1G327866+001713,,327.866,+0.171,0.51,0.74,0.51,46,0.15,0.002,
MWP1G339058+006090,,339.058,+0.609,1.01,0.79,0.05,7,0.15,0.006,2
MWP1G298537+003360,,298.537,+0.336,0.51,0.52,0.44,0,0.15,0.002,
MWP1G345550+004168,,345.550,+0.417,0.48,0.59,0.09,0,0.15,0.002,
MWP1G023886+001792,,023.886,+0.179,0.43,0.46,0.76,74,0.15,0.001,
MWP1G336803+000188,,336.803,+0.019,0.82,0.66,0.12,69,0.15,0.001,2
MWP1G006826-008027,,006.826,-0.803,1.72,2.28,0.69,17,0.15,0.008,
MWP1G014113-005658,,014.113,-0.566,0.46,0.78,0.00,0,0.15,0.001,
MWP1G331539-003084,,331.539,-0.308,0.35,0.23,0.70,4,0.15,0.001,
MWP1G296717-003178,,296.717,-0.318,1.30,0.95,0.37,3,0.15,0.003,
MWP1G349417-005062,,349.417,-0.506,1.24,0.97,0.64,44,0.15,0.008,
MWP1G024709+001202,,024.709,+0.120,0.87,0.47,0.61,38,0.15,0.004,
MWP1G348729+008975,,348.729,+0.898,1.47,2.85,0.43,0,0.15,0.010,
MWP1G299036-007206,,299.036,-0.721,1.55,1.43,0.43,38,0.15,0.018,
MWP1G010151-004169,,010.151,-0.417,1.10,1.31,0.30,49,0.15,0.009,2
MWP1G304404-006741,,304.404,-0.674,1.09,0.76,0.57,30,0.15,0.005,
MWP1G049427-004050,,049.427,-0.405,0.63,0.74,0.16,13,0.15,0.003,
MWP1G298414+006909,,298.414,+0.691,0.58,0.56,0.52,34,0.15,0.003,2
MWP1G005138-000897,,005.138,-0.090,0.72,0.52,0.15,20,0.15,0.006,
MWP1G019742+002800,,019.742,+0.280,0.43,0.35,0.65,105,0.15,0.001,
MWP1G060630-006893,,060.630,-0.689,0.40,0.56,0.23,3,0.15,0.002,
MWP1G044034-001687,,044.034,-0.169,0.74,0.89,0.34,38,0.15,0.005,2
